Unique Class Stereotype,Class Count
pure-controller,3
entity data-provider boundary lazy-class degenerate,1
data-provider boundary data-class,1
controller lazy-class,1
commander boundary lazy-class small-class,2
data-provider degenerate,1
commander boundary data-class,1
commander boundary lazy-class,1
entity factory controller small-class,11
data-provider data-class small-class,6
data-provider small-class,6
boundary small-class,4
commander data-class small-class,7
factory controller small-class,17
data-provider boundary,22
data-provider boundary data-class small-class,8
controller small-class,10
unclassified,46
commander,9
entity small-class,3
empty,415
lazy-class data-class small-class,1
boundary data-class small-class,10
boundary degenerate,50
commander boundary,58
boundary lazy-class,2
degenerate small-class,22
boundary degenerate small-class,37
factory pure-controller small-class,5
pure-controller degenerate small-class,35
entity commander boundary,19
pure-controller degenerate,14
commander boundary small-class,31
commander boundary degenerate,6
entity data-provider boundary,12
data-class small-class,2
entity boundary,49
entity,4
data-provider boundary small-class,25
factory controller data-class small-class,4
boundary,67
degenerate,18
pure-controller small-class,10
entity boundary lazy-class degenerate,2
entity boundary small-class,22
small-class,29
entity boundary degenerate,10
commander boundary data-class small-class,7
commander small-class,10
data-provider,5
Total,1141
