Unique Method Stereotype,Method Count
get non-void-command,1
factory collaborator stateless,1
get set,3
factory collaborator,1
get set collaborator,4
property factory collaborator,2
non-void-command collaborator,505
factory controller stateless,8
controller stateless,322
wrapper stateless,144
factory wrapper stateless,8
predicate controller,2
non-void-command factory collaborator,32
predicate non-void-command,4
command collaborator,56
property wrapper,3
get non-void-command collaborator,7
constructor,216
set,24
collaborator stateless,5
property non-void-command factory collaborator,96
property collaborator,1
factory controller,2
empty,16
command,57
property,5
factory collaborator incidental,9
copy-constructor,90
predicate non-void-command collaborator,1
incidental,1
controller,4
property controller,11
property non-void-command collaborator,673
set collaborator,4
collaborator incidental,33
get property non-void-command collaborator,2
stateless,1
property set collaborator,5
Total,2359
