Unique Class Stereotype,Class Count
controller degenerate,2
data-provider boundary,1
data-provider boundary small-class,1
entity degenerate,1
entity minimal-entity boundary,1
entity factory controller,2
factory controller small-class,3
small-class,5
entity boundary small-class,44
commander boundary,50
boundary degenerate,4
controller,2
data-provider small-class,5
pure-controller degenerate,54
degenerate small-class,7
pure-controller small-class,1
boundary,15
degenerate,16
data-class small-class,1
entity boundary,46
entity factory controller small-class,5
controller small-class,8
unclassified,4
commander boundary small-class,22
factory degenerate small-class,4
entity minimal-entity boundary lazy-class,1
boundary degenerate small-class,9
entity,3
commander data-class small-class,2
factory controller,1
empty,770
entity small-class,5
commander,12
minimal-entity boundary,1
entity boundary data-class small-class,2
entity commander boundary,10
pure-controller degenerate small-class,13
lazy-class degenerate,2
commander small-class,2
commander boundary data-class small-class,1
entity boundary degenerate,3
Total,1141
