Class Stereotype,Stereotype Count
entity,122
minimal-entity,2
data-provider,6
commander,101
boundary,216
factory,15
controller,23
pure-controller,73
large-class,0
lazy-class,3
degenerate,115
data-class,6
small-class,141
empty,736
unclassified,4
Total,1563
