Unique Method Stereotype,Method Count
collaborator stateless,1
predicate wrapper,2
property,3
predicate collaborator,1
property factory wrapper,2
unclassified,3
get property factory controller,1
factory collaborator stateless,11
wrapper,7
get set,230
property wrapper,2
get non-void-command collaborator,993
command collaborator,1251
predicate non-void-command,14
get non-void-command,1753
get property wrapper,1
get set collaborator,910
factory controller stateless,44
get command,1
get collaborator,120
set,50
get property controller,1
constructor,281
empty,211
command,570
copy-constructor,1
controller,21
incidental,357
predicate non-void-command collaborator,224
property collaborator,1
property non-void-command factory collaborator,1
property non-void-command,465
void-accessor command collaborator,50
property set collaborator,2
stateless,89
get predicate non-void-command collaborator,3
get,391
collaborator incidental,2
wrapper stateless,33
get wrapper,9
predicate,12
property controller,1
property non-void-command collaborator,82
set collaborator,23
controller stateless,62
Total,8292
