Unique Class Stereotype,Class Count
commander small-class,1
data-class small-class,1
degenerate,3
degenerate small-class,1
factory pure-controller,1
boundary degenerate small-class,1
factory controller,4
entity boundary small-class,6
commander,1
commander boundary small-class,2
controller degenerate,1
factory controller small-class,3
entity factory controller small-class,2
boundary,1
pure-controller degenerate,1
entity factory controller,1
pure-controller degenerate small-class,4
data-class,4
factory pure-controller degenerate,1
entity boundary,6
data-provider boundary data-class small-class,1
controller small-class,2
commander boundary,4
controller,3
empty,17
unclassified,6
data-provider data-class small-class,2
Total,80
