Unique Method Stereotype,Method Count
collaborator incidental,5
property factory collaborator,3
property collaborator,1
controller,2
factory collaborator stateless,1
incidental,7
get collaborator,12
factory controller stateless,7
set collaborator,12
property wrapper,1
wrapper stateless,3
factory controller,6
property controller,6
controller stateless,14
stateless,1
command collaborator,21
empty,6
command,3
property non-void-command,9
non-void-command factory collaborator,14
property non-void-command collaborator,45
property non-void-command factory collaborator,10
property factory controller,2
get,106
constructor,23
set,104
property,4
Total,428
