Unique Method Stereotype,Method Count
factory wrapper,1
factory collaborator incidental,1
get predicate collaborator,2
get command collaborator,2
get set collaborator,47
get property set factory collaborator,1
predicate set collaborator,11
get property set collaborator,3
get property set,2
get predicate wrapper,1
collaborator,1
set factory collaborator,2
get property wrapper,2
get property,3
get wrapper,24
predicate,93
factory collaborator stateless,45
collaborator incidental,67
get,254
get property non-void-command collaborator,50
incidental,155
controller,751
wrapper,456
predicate non-void-command collaborator,208
copy-constructor,16
set collaborator,220
property controller,74
property non-void-command collaborator,635
property non-void-command,535
property non-void-command factory collaborator,120
predicate set,15
wrapper stateless,705
property,139
command collaborator,2108
empty,341
get property controller,5
factory controller,31
property set,24
set,400
constructor,1221
factory wrapper stateless,18
predicate collaborator,10
property wrapper,159
get non-void-command collaborator,69
void-accessor wrapper,1
predicate non-void-command,339
property factory,10
get predicate controller,3
predicate wrapper,35
property factory collaborator,47
property set collaborator,17
property collaborator,17
stateless,87
predicate controller,57
controller stateless,1120
non-void-command factory collaborator,57
get collaborator,192
get controller,1
void-accessor controller,1
get set factory collaborator,9
property factory controller,28
get property non-void-command factory collaborator,2
unclassified,5
factory controller stateless,17
void-accessor command,6
property non-void-command factory,4
collaborator stateless,119
command,2480
property factory wrapper,36
get property factory wrapper,9
void-accessor command collaborator,12
property set factory collaborator,10
get non-void-command,43
get set,106
get predicate non-void-command,5
get non-void-command factory collaborator,2
get property factory,5
get property collaborator,1
get property non-void-command,12
Total,13922
