Unique Class Stereotype,Class Count
degenerate small-class,16
boundary lazy-class,1
pure-controller small-class,18
boundary,99
entity boundary degenerate,1
data-provider boundary lazy-class small-class,1
entity commander boundary,23
factory pure-controller small-class,5
boundary degenerate,38
factory pure-controller degenerate small-class,2
commander boundary,120
data-provider lazy-class small-class,1
empty,306
entity small-class,6
factory controller,1
commander boundary small-class,9
entity minimal-entity commander boundary,3
small-class,35
commander boundary data-class small-class,2
data-class,4
commander,187
entity boundary,49
data-provider,24
controller lazy-class small-class,1
data-provider boundary data-class small-class,3
controller small-class,8
unclassified,224
entity factory controller small-class,9
commander boundary degenerate,2
degenerate,46
controller lazy-class degenerate,1
data-provider small-class,8
controller degenerate,3
factory degenerate small-class,2
boundary small-class,10
boundary degenerate small-class,21
entity boundary lazy-class,1
pure-controller degenerate,59
entity data-provider boundary,5
factory controller small-class,15
data-class small-class,1
minimal-entity boundary,2
commander small-class,12
boundary data-class,2
pure-controller,17
controller,24
data-provider boundary small-class,9
entity,5
data-provider lazy-class degenerate,4
lazy-class degenerate,1
lazy-class,2
pure-controller degenerate small-class,51
entity boundary small-class,15
minimal-entity commander boundary,3
data-provider boundary data-class,1
data-provider degenerate,3
data-provider lazy-class,2
data-provider boundary,16
entity minimal-entity boundary,2
entity factory controller,1
Total,1542
