Method Stereotype,Stereotype Count
get,923
predicate,771
property,1894
void-accessor,223
set,867
command,4608
non-void-command,2081
collaborator,4087
controller,2088
wrapper,1446
constructor,1221
copy-constructor,16
destructor,0
factory,454
incidental,221
stateless,2110
empty,341
unclassified,5
Total,23356
