Class Stereotype,Stereotype Count
entity,215
minimal-entity,14
data-provider,435
commander,347
boundary,1178
factory,1
controller,38
pure-controller,197
large-class,0
lazy-class,43
degenerate,883
data-class,120
small-class,1051
empty,1612
unclassified,152
Total,6286
