Unique Class Stereotype,Class Count
data-provider lazy-class degenerate,2
commander boundary data-class,1
entity boundary lazy-class degenerate,2
lazy-class small-class,2
data-provider boundary lazy-class,1
data-provider small-class,54
boundary data-class small-class,21
entity boundary degenerate,5
boundary data-class,3
commander small-class,29
pure-controller small-class,12
boundary,156
factory pure-controller degenerate small-class,1
commander boundary,42
commander boundary small-class,18
commander data-class small-class,5
boundary small-class,16
data-provider,66
commander boundary lazy-class degenerate,1
unclassified,160
controller small-class,28
data-provider lazy-class small-class,1
empty,1607
small-class,114
entity boundary small-class,125
pure-controller degenerate small-class,147
entity commander boundary,14
entity boundary data-class small-class,3
degenerate,170
controller lazy-class degenerate,2
commander boundary degenerate,12
data-provider data-class small-class,17
data-provider boundary data-class small-class,36
controller degenerate,11
boundary lazy-class data-class,1
boundary lazy-class degenerate,3
boundary degenerate small-class,141
degenerate small-class,183
boundary lazy-class,4
data-provider boundary,147
entity minimal-entity boundary,12
entity,1
lazy-class,11
minimal-entity boundary,1
data-class small-class,10
commander degenerate,8
lazy-class degenerate,3
entity data-provider boundary,17
pure-controller degenerate,24
boundary degenerate,141
commander lazy-class degenerate,1
data-provider boundary small-class,86
controller,9
pure-controller,1
entity minimal-entity data-provider boundary,1
lazy-class data-class,2
entity boundary data-class,1
data-provider lazy-class,5
data-provider boundary lazy-class degenerate,1
entity data-provider boundary lazy-class degenerate,1
commander boundary data-class small-class,2
entity boundary,136
commander,51
data-class,5
data-provider degenerate,10
data-provider boundary data-class,13
data-provider boundary degenerate,14
Total,3930
