Unique Method Stereotype,Method Count
predicate set,1
property set,2
collaborator stateless,1
void-accessor set,3
get property,2
get command collaborator,2
get property command collaborator,1
get property non-void-command collaborator,17
collaborator incidental,664
get,240
property non-void-command collaborator,783
controller,139
incidental,857
property wrapper,425
get non-void-command collaborator,96
void-accessor command collaborator,41
copy-constructor,81
void-accessor collaborator,150
property collaborator,447
property non-void-command,69
property non-void-command factory collaborator,5
predicate set collaborator,5
wrapper stateless,899
get command,1
set,187
void-accessor set collaborator,7
get property collaborator,7
constructor,1368
get property controller,2
empty,152
command,424
get set collaborator,85
get wrapper,56
property,238
command collaborator,1174
property set collaborator,49
predicate non-void-command collaborator,39
wrapper,174
get set,101
destructor,195
void-accessor,9
predicate collaborator,51
factory wrapper stateless,2
predicate,161
void-accessor wrapper,33
predicate non-void-command,45
collaborator,104
property command collaborator,30
property factory collaborator,2
get collaborator,463
get controller,11
predicate wrapper,14
get non-void-command,65
non-void-command collaborator,26
predicate controller,22
controller stateless,1061
non-void-command factory collaborator,1
unclassified,35
factory controller stateless,7
void-accessor command,11
get property set collaborator,3
set collaborator,157
non-void-command,1
property factory controller,3
void-accessor controller,5
get set factory collaborator,3
property controller,182
get void-accessor command collaborator,1
Total,11697
