Unique Method Stereotype,Method Count
collaborator stateless,2
get predicate collaborator,1
property set,1
collaborator incidental,22
get,97
get property non-void-command collaborator,1
property set collaborator,4
property wrapper,23
get non-void-command collaborator,8
wrapper,12
predicate non-void-command collaborator,75
controller,40
incidental,81
copy-constructor,5
stateless,12
property collaborator,9
property non-void-command factory collaborator,32
property non-void-command,86
set collaborator,40
property non-void-command collaborator,280
property controller,12
set,88
constructor,296
unclassified,1
get set,9
non-void-command factory,2
get property non-void-command factory collaborator,2
empty,34
get property controller,1
factory controller,2
controller stateless,85
non-void-command factory collaborator,22
predicate controller,5
predicate non-void-command,64
factory collaborator incidental,1
get collaborator,51
wrapper stateless,60
property factory collaborator,3
set factory collaborator,1
command collaborator,354
property,10
factory controller stateless,13
void-accessor command collaborator,2
predicate set collaborator,1
predicate collaborator,1
factory wrapper stateless,3
command,299
property factory wrapper,1
predicate,19
predicate wrapper,6
get set collaborator,5
get property wrapper,4
get non-void-command,3
get predicate wrapper,1
property factory controller,3
void-accessor controller,1
get set factory collaborator,4
get wrapper,1
factory collaborator stateless,2
get property set collaborator,1
get property collaborator,1
get property non-void-command,3
factory wrapper,1
Total,2309
