Unique Method Stereotype,Method Count
predicate set collaborator,1
wrapper,4
property set,1
command,218
command collaborator,111
get non-void-command collaborator,1
property wrapper,2
controller stateless,34
wrapper stateless,25
set,75
constructor,68
get command collaborator,1
collaborator incidental,8
get,91
controller,49
predicate non-void-command collaborator,31
incidental,18
get collaborator,12
predicate non-void-command,17
set collaborator,26
property controller,3
property non-void-command collaborator,20
predicate wrapper,2
empty,40
factory controller,2
property non-void-command,22
property non-void-command factory collaborator,4
property collaborator,1
non-void-command factory collaborator,3
predicate controller,21
predicate,1
property,1
factory controller stateless,14
Total,927
