Unique Class Stereotype,Class Count
entity small-class,1
degenerate small-class,1
factory pure-controller degenerate small-class,1
boundary degenerate small-class,2
data-provider,1
commander small-class,2
entity boundary,4
controller,1
commander boundary,3
boundary degenerate,1
empty,22
unclassified,4
small-class,1
entity boundary small-class,4
data-provider small-class,1
commander boundary degenerate,1
commander,1
controller small-class,1
data-provider boundary data-class small-class,1
data-provider boundary,1
Total,54
