Unique Method Stereotype,Method Count
factory controller stateless,1
get set collaborator,2
property factory controller,1
property set collaborator,1
predicate set collaborator,1
get property non-void-command factory collaborator,1
command collaborator,17
predicate,2
property wrapper,6
predicate non-void-command,2
property factory,2
property non-void-command collaborator,8
set collaborator,4
get set factory collaborator,1
constructor,34
command,7
empty,1
wrapper,6
factory collaborator stateless,3
collaborator stateless,1
non-void-command collaborator,8
wrapper stateless,5
get collaborator,7
predicate non-void-command collaborator,5
copy-constructor,4
controller,14
incidental,1
predicate controller,3
get predicate non-void-command collaborator,1
get,10
collaborator incidental,3
non-void-command,1
property non-void-command,2
property non-void-command factory collaborator,3
controller stateless,2
Total,170
