Unique Class Stereotype,Class Count
entity factory controller small-class,1
data-provider lazy-class small-class,1
entity,2
data-provider,1
boundary data-class,4
boundary lazy-class degenerate,1
lazy-class degenerate,6
data-provider boundary degenerate,1
commander boundary degenerate,1
minimal-entity commander boundary,1
data-provider boundary data-class,8
pure-controller degenerate,9
data-provider boundary,3
entity factory controller,2
data-class small-class,1
entity boundary,60
lazy-class,2
commander degenerate,2
commander boundary small-class,10
entity boundary small-class,16
small-class,9
factory controller small-class,3
factory controller data-class small-class,1
data-provider boundary small-class,2
entity small-class,1
empty,628
commander,8
data-provider data-class small-class,84
pure-controller small-class,2
boundary,58
degenerate,23
data-provider boundary data-class small-class,83
boundary large-class degenerate,1
unclassified,18
controller small-class,3
entity boundary lazy-class,1
data-provider data-class,11
commander data-class small-class,1
boundary small-class,92
boundary degenerate small-class,17
entity commander boundary,7
pure-controller degenerate small-class,9
data-class,6
entity boundary degenerate,1
commander small-class,5
degenerate small-class,5
boundary degenerate,20
entity minimal-entity commander boundary,1
commander boundary,15
data-provider small-class,5
entity data-provider boundary,1
Total,1253
