Unique Class Stereotype,Class Count
data-provider boundary degenerate,1
lazy-class degenerate,1
pure-controller degenerate,2
data-provider data-class small-class,8
commander lazy-class small-class,1
commander data-class,2
data-provider lazy-class small-class,1
boundary degenerate,8
data-provider small-class,4
entity minimal-entity boundary,1
boundary data-class small-class,2
data-provider boundary small-class,40
commander boundary degenerate,5
boundary degenerate small-class,58
entity boundary data-class small-class,1
entity commander boundary,8
pure-controller degenerate small-class,16
controller,3
entity minimal-entity commander boundary,1
commander boundary,19
controller small-class,4
unclassified,49
data-provider boundary data-class small-class,8
data-provider boundary,19
entity small-class,2
empty,2258
commander,37
pure-controller small-class,3
boundary,57
degenerate,16
small-class,27
entity boundary small-class,30
commander boundary small-class,11
lazy-class,1
commander degenerate,5
controller lazy-class small-class,1
data-class small-class,5
entity boundary,79
minimal-entity boundary,1
boundary data-class,2
boundary lazy-class degenerate,1
entity factory controller data-class small-class,1
controller degenerate,3
commander small-class,42
commander boundary data-class small-class,2
data-provider,14
data-provider data-class,1
boundary small-class,26
commander data-class small-class,7
entity factory controller small-class,3
entity data-provider boundary,12
degenerate small-class,10
Total,2919
