Unique Method Stereotype,Method Count
get property,1
property set,1
get set collaborator,4
unclassified,1
property command collaborator,1
empty,1
predicate non-void-command,21
get wrapper,7
predicate set collaborator,4
void-accessor set,1
void-accessor controller,3
get non-void-command,3
void-accessor set collaborator,2
get property wrapper,2
get set,4
wrapper,14
destructor,16
property set collaborator,10
predicate collaborator,6
predicate wrapper,10
non-void-command collaborator,2
command collaborator,51
void-accessor wrapper,3
wrapper stateless,35
get collaborator,22
collaborator,3
constructor,151
get property collaborator,5
set,20
controller stateless,22
property non-void-command collaborator,67
set collaborator,12
property controller,16
void-accessor collaborator,1
void-accessor command collaborator,41
command,81
predicate,37
get property non-void-command collaborator,2
collaborator incidental,17
get,21
get non-void-command collaborator,9
property wrapper,40
controller,3
copy-constructor,7
incidental,20
predicate non-void-command collaborator,50
predicate controller,7
property,21
void-accessor command,36
property non-void-command factory collaborator,1
property collaborator,75
property non-void-command,7
Total,997
