Unique Method Stereotype,Method Count
non-void-command collaborator,1
predicate non-void-command,5
get wrapper,2
get set factory collaborator,2
void-accessor command collaborator,1
property factory wrapper,2
property,4
wrapper,5
get set,4
property factory controller,6
factory wrapper stateless,4
command collaborator,155
property wrapper,24
get non-void-command collaborator,4
copy-constructor,5
incidental,13
predicate non-void-command collaborator,16
controller,57
controller stateless,82
wrapper stateless,99
set,101
constructor,289
get collaborator,32
set collaborator,4
property controller,10
property non-void-command collaborator,214
predicate controller,4
non-void-command factory collaborator,36
factory collaborator stateless,14
property set collaborator,5
get property wrapper,1
get non-void-command,13
command,52
get controller,2
factory controller stateless,18
get set collaborator,2
get property non-void-command collaborator,2
get,167
collaborator incidental,31
property collaborator,1
property non-void-command factory collaborator,32
property non-void-command,43
property factory collaborator,6
empty,12
factory controller,6
set factory collaborator,1
collaborator stateless,3
Total,1592
