Unique Class Stereotype,Class Count
commander data-class small-class,1
boundary lazy-class,2
data-provider boundary degenerate,1
data-provider lazy-class,1
data-provider lazy-class degenerate,1
controller data-class,1
boundary data-class,2
entity boundary data-class,3
data-provider boundary lazy-class degenerate,1
data-provider boundary data-class,7
boundary degenerate,90
lazy-class degenerate,5
entity minimal-entity commander boundary,2
commander boundary,33
controller,8
pure-controller,3
commander small-class,9
commander lazy-class,1
degenerate,32
pure-controller small-class,5
boundary,41
lazy-class,2
pure-controller degenerate,28
commander boundary small-class,2
commander,25
empty,1227
small-class,4
commander data-class,1
entity,1
entity minimal-entity boundary,1
controller degenerate,1
boundary lazy-class degenerate,3
entity boundary,36
controller small-class,1
unclassified,35
boundary large-class degenerate,4
commander boundary degenerate,3
data-provider boundary,131
pure-controller degenerate small-class,2
entity commander boundary,6
data-provider,4
entity data-provider boundary,35
Total,1801
