Unique Class Stereotype,Class Count
data-provider boundary,2
data-provider data-class small-class,3
data-provider boundary lazy-class,1
entity factory controller,1
entity,1
data-provider lazy-class,1
small-class,3
entity boundary small-class,6
controller,1
commander boundary,12
boundary degenerate,4
lazy-class,1
commander boundary small-class,8
controller small-class,2
unclassified,7
boundary degenerate small-class,11
degenerate,2
boundary,3
pure-controller small-class,2
empty,111
factory controller,1
commander,2
factory controller data-class small-class,1
data-provider boundary small-class,3
data-provider boundary lazy-class degenerate,3
boundary small-class,1
commander data-class small-class,1
entity boundary lazy-class,1
data-class small-class,3
entity boundary,3
commander small-class,1
commander boundary degenerate,3
factory controller small-class,5
degenerate small-class,3
boundary lazy-class,1
Total,214
