Unique Method Stereotype,Method Count
factory collaborator stateless,1
get set collaborator,2
get non-void-command,9
get set factory collaborator,2
void-accessor set,1
predicate set collaborator,1
void-accessor controller,1
get wrapper,2
void-accessor command collaborator,6
void-accessor,1
get property non-void-command,2
property,22
collaborator,1
void-accessor command,7
get collaborator,39
predicate wrapper,11
predicate non-void-command,59
get set,4
wrapper,39
property set collaborator,3
get non-void-command collaborator,2
property wrapper,52
get property,1
void-accessor wrapper,1
wrapper stateless,46
get,88
collaborator incidental,10
factory controller,2
empty,13
command,306
command collaborator,100
constructor,108
set,68
predicate collaborator,1
factory wrapper stateless,1
predicate set,2
property non-void-command,72
property non-void-command factory collaborator,10
factory controller stateless,2
non-void-command factory collaborator,4
predicate controller,7
predicate,18
property non-void-command collaborator,66
set collaborator,10
property controller,8
controller stateless,32
incidental,18
predicate non-void-command collaborator,37
copy-constructor,6
controller,10
Total,1314
