Unique Class Stereotype,Class Count
entity minimal-entity data-provider boundary,1
data-provider boundary degenerate,1
entity data-class small-class,1
boundary controller,1
entity data-provider boundary lazy-class degenerate,1
data-provider data-class,1
commander data-class small-class,1
commander boundary data-class,1
entity data-provider boundary small-class,2
boundary lazy-class,1
entity factory controller,9
data-provider boundary lazy-class small-class,2
entity boundary data-class,1
data-provider boundary data-class,8
entity data-provider data-class small-class,1
entity commander boundary,108
factory pure-controller small-class,1
boundary lazy-class small-class,1
controller small-class,20
unclassified,102
entity minimal-entity boundary,2
data-provider boundary,13
data-provider data-class small-class,4
data-provider boundary data-class small-class,33
data-provider lazy-class degenerate,6
boundary data-class small-class,8
boundary data-class,2
commander small-class,68
entity boundary degenerate,12
minimal-entity data-provider boundary,1
commander boundary,203
boundary degenerate small-class,124
commander boundary small-class,126
factory controller data-class small-class,2
empty,1697
entity small-class,12
factory controller,7
minimal-entity commander boundary,1
pure-controller degenerate small-class,78
entity boundary small-class,160
entity minimal-entity commander boundary,1
entity commander boundary degenerate,1
small-class,83
data-class,1
commander boundary data-class small-class,6
commander,88
entity boundary,223
degenerate small-class,55
entity,10
boundary small-class,16
factory degenerate small-class,75
boundary,119
degenerate,50
pure-controller small-class,18
data-provider boundary lazy-class degenerate,4
data-provider small-class,23
entity factory controller small-class,8
data-provider,8
data-class small-class,2
minimal-entity boundary,3
factory controller small-class,79
commander degenerate,2
lazy-class,2
boundary lazy-class degenerate,3
entity factory controller data-class small-class,1
controller degenerate,15
factory pure-controller degenerate small-class,6
commander boundary lazy-class small-class,2
data-provider boundary lazy-class,3
lazy-class degenerate,4
entity data-provider boundary,25
pure-controller degenerate,42
boundary degenerate,63
data-provider boundary small-class,46
controller,16
pure-controller,17
commander boundary degenerate,5
controller data-class small-class,1
Total,3949
