Unique Method Stereotype,Method Count
destructor,2
predicate collaborator,3
get non-void-command,1
wrapper,13
get set,1
property collaborator,2
property non-void-command,11
property wrapper,4
get collaborator,42
command,7
constructor,96
get property collaborator,1
set,20
wrapper stateless,36
controller stateless,114
factory collaborator incidental,1
copy-constructor,12
predicate non-void-command collaborator,11
incidental,3
controller,3
get,77
collaborator incidental,6
get property non-void-command collaborator,1
non-void-command,1
non-void-command collaborator,2
collaborator stateless,1
command collaborator,17
property controller,1
property non-void-command collaborator,6
set collaborator,1
Total,496
