Unique Class Stereotype,Class Count
small-class,1
boundary degenerate,5
commander boundary,1
data-provider data-class,6
entity data-provider boundary,2
degenerate small-class,3
data-provider boundary data-class,3
data-provider boundary small-class,1
commander small-class,1
factory degenerate,1
factory degenerate small-class,5
controller degenerate,2
boundary degenerate small-class,6
entity boundary,4
pure-controller degenerate small-class,10
data-class,2
data-provider data-class small-class,5
data-provider,3
boundary small-class,1
data-provider boundary data-class small-class,7
data-provider boundary,5
empty,177
unclassified,7
data-class small-class,1
degenerate,5
boundary,1
pure-controller degenerate,4
lazy-class,1
Total,270
