Unique Method Stereotype,Method Count
factory wrapper,1
property factory,1
get non-void-command collaborator,8
predicate,3
incidental,30
copy-constructor,45
controller,34
wrapper stateless,360
property non-void-command,52
property non-void-command factory collaborator,268
predicate non-void-command collaborator,73
wrapper,65
get set,7
factory collaborator stateless,82
set,64
constructor,1038
collaborator incidental,68
get,17
get property non-void-command collaborator,5
property set factory collaborator,26
property collaborator,7
stateless,16
property set collaborator,2
get set collaborator,11
property factory controller,10
predicate wrapper,7
property controller,35
property non-void-command collaborator,700
get predicate,2
factory wrapper stateless,14
collaborator stateless,18
set factory collaborator,4
void-accessor command collaborator,142
controller stateless,385
non-void-command factory collaborator,243
get property non-void-command factory,1
predicate controller,3
property wrapper,49
get collaborator,14
get property controller,2
factory controller,10
empty,27
void-accessor wrapper,7
predicate non-void-command,21
factory collaborator incidental,7
property set,1
get property non-void-command factory collaborator,5
get wrapper,7
get property collaborator,1
get property non-void-command,4
void-accessor set collaborator,1
get property wrapper,1
non-void-command collaborator,74
get non-void-command,8
factory controller stateless,162
void-accessor command,5
property factory collaborator,76
command collaborator,474
property,2
command,234
property factory wrapper,7
set collaborator,31
non-void-command,16
get non-void-command factory collaborator,1
Total,5094
