Unique Class Stereotype,Class Count
data-provider boundary lazy-class degenerate,1
data-provider small-class,1
data-provider boundary,1
entity minimal-entity boundary,1
data-provider lazy-class,1
lazy-class degenerate,3
entity data-provider boundary,2
data-provider,1
pure-controller degenerate,13
commander degenerate,1
lazy-class,1
commander boundary lazy-class degenerate,1
data-provider data-class small-class,6
controller degenerate,9
commander data-class,1
entity,13
lazy-class small-class,4
entity factory controller,5
factory controller degenerate,10
controller lazy-class degenerate,1
commander boundary degenerate,2
boundary data-class small-class,1
data-provider lazy-class degenerate,1
entity boundary small-class,94
factory controller lazy-class degenerate,1
small-class,33
factory degenerate small-class,6
factory controller small-class,11
boundary large-class degenerate,1
unclassified,36
controller small-class,9
factory degenerate,3
boundary small-class,3
data-provider boundary data-class small-class,3
commander boundary small-class,36
boundary degenerate small-class,67
entity factory controller small-class,108
controller,30
factory pure-controller degenerate small-class,11
pure-controller small-class,7
boundary,52
degenerate,24
entity boundary,90
data-class small-class,8
commander boundary,45
boundary degenerate,13
factory controller,51
empty,1000
entity small-class,20
commander,26
data-provider boundary small-class,11
commander small-class,25
entity boundary degenerate,7
degenerate small-class,24
entity boundary data-class small-class,2
entity commander boundary,15
pure-controller degenerate small-class,40
minimal-entity boundary,2
boundary data-class,1
Total,1995
