Class Name,Class Stereotype,Method Name,Method Stereotype
"MediaDatasourceSupplier","commander boundary","MediaDatasourceSupplier","constructor"
"MediaDatasourceSupplier","commander boundary","MediaDatasourceSupplier","constructor"
"MediaDatasourceSupplier","commander boundary","doStart","command"
"MediaDatasourceSupplier","commander boundary","doStop","command"
"MediaDatasourceSupplier","commander boundary","init","command"
"MediaDatasourceSupplier","commander boundary","fetchMaster","property non-void-command collaborator"
"MediaDatasourceSupplier","commander boundary","addSwtichCallback","command collaborator"
"MediaDatasourceSupplier","commander boundary","callback","command collaborator"
"MediaDatasourceSupplier","commander boundary","parse","non-void-command factory collaborator"
"MediaDatasourceSupplier","commander boundary","parseAddress","factory wrapper stateless"
"DatasourceInfo","unclassified","DatasourceInfo","constructor"
"DatasourceInfo","unclassified","DatasourceInfo","constructor"
"DatasourceInfo","unclassified","DatasourceInfo","constructor"
"DatasourceInfo","unclassified","getAddress","get collaborator"
"DatasourceInfo","unclassified","setAddress","set collaborator"
"DatasourceInfo","unclassified","getUsername","get"
"DatasourceInfo","unclassified","setUsername","set"
"DatasourceInfo","unclassified","getPassword","get"
"DatasourceInfo","unclassified","setPassword","set"
"DatasourceInfo","unclassified","getDefaultDatabaseName","get"
"DatasourceInfo","unclassified","setDefaultDatabaseName","set"
"DatasourceInfo","unclassified","toString","property wrapper"
"MediaPushDataSourceHandler","boundary","MediaPushDataSourceHandler","constructor"
"MediaPushDataSourceHandler","boundary","support","controller stateless"
"MediaPushDataSourceHandler","boundary","support","collaborator incidental"
"MediaPushDataSourceHandler","boundary","create","property non-void-command collaborator"
"MediaPushDataSourceHandler","boundary","createDataSource","property non-void-command factory collaborator"
"MediaPushDataSourceHandler","boundary","destory","predicate non-void-command collaborator"
"SubscribeManagerFactory","commander boundary data-class small-class","setApplicationContext","set collaborator"
"RowBatch","minimal-entity boundary","getDatas","get collaborator"
"RowBatch","minimal-entity boundary","setDatas","set collaborator"
"RowBatch","minimal-entity boundary","merge","command collaborator"
"FileBatch","minimal-entity boundary","getFiles","get collaborator"
"FileBatch","minimal-entity boundary","setFiles","set collaborator"
"FileBatch","minimal-entity boundary","merge","command collaborator"
"EventColumnIndexComparable","pure-controller degenerate small-class","compare","controller stateless"
"DbBatch","boundary","DbBatch","constructor"
"DbBatch","boundary","DbBatch","constructor"
"DbBatch","boundary","DbBatch","constructor"
"DbBatch","boundary","getRowBatch","get collaborator"
"DbBatch","boundary","setRowBatch","set collaborator"
"DbBatch","boundary","getFileBatch","get collaborator"
"DbBatch","boundary","setFileBatch","set collaborator"
"DbBatch","boundary","getRoot","get collaborator"
