Unique Method Stereotype,Method Count
property set,3
factory collaborator stateless,1
get set factory collaborator,1
factory wrapper,1
get property non-void-command,2
property set collaborator,1
stateless,10
get wrapper,1
get non-void-command,2
get property non-void-command factory collaborator,1
non-void-command factory,1
get property set,1
predicate,15
get set collaborator,5
predicate wrapper,3
non-void-command collaborator,1
controller stateless,172
set,528
constructor,321
get property non-void-command collaborator,1
get command collaborator,7
collaborator incidental,38
get,460
get command,2
get collaborator,310
predicate collaborator,2
factory wrapper stateless,3
command collaborator,524
get non-void-command collaborator,5
property wrapper,54
property controller,19
set collaborator,536
property non-void-command collaborator,255
predicate controller,5
non-void-command factory collaborator,139
predicate non-void-command,100
command,333
factory controller,6
empty,39
property factory controller,2
collaborator stateless,15
property collaborator,20
property non-void-command factory collaborator,37
property non-void-command,139
wrapper stateless,224
get controller,1
factory controller stateless,44
incidental,45
predicate non-void-command collaborator,54
copy-constructor,1
controller,24
property,14
property set factory collaborator,1
non-void-command,2
wrapper,16
Total,4547
