Unique Class Stereotype,Class Count
data-provider lazy-class,1
lazy-class,2
commander boundary degenerate,2
controller degenerate,4
factory degenerate small-class,2
data-provider boundary data-class small-class,3
entity minimal-entity boundary,6
boundary degenerate,24
data-provider,6
boundary data-class small-class,4
commander data-class small-class,2
data-provider data-class,13
entity boundary,25
data-class small-class,16
data-class,31
data-provider boundary,1
unclassified,74
controller small-class,7
pure-controller small-class,4
degenerate,19
boundary,43
pure-controller degenerate,2
minimal-entity boundary,4
boundary data-class,15
commander boundary,71
commander lazy-class small-class,1
data-provider boundary small-class,2
entity small-class,1
factory controller,1
empty,193
commander,52
small-class,20
entity boundary small-class,13
degenerate small-class,7
factory controller small-class,1
controller,11
factory pure-controller degenerate small-class,3
boundary degenerate small-class,9
entity boundary data-class small-class,1
pure-controller degenerate small-class,15
entity commander boundary,32
entity,1
commander boundary data-class small-class,2
commander small-class,24
commander boundary small-class,81
Total,851
