Unique Method Stereotype,Method Count
get set collaborator,1
collaborator stateless,1
factory collaborator stateless,1
collaborator,1
get non-void-command factory collaborator,1
get property,1
property non-void-command factory,1
predicate set collaborator,16
property set collaborator,2
property factory collaborator,5
property set,2
factory collaborator incidental,1
void-accessor controller,4
predicate non-void-command,22
predicate,61
wrapper,11
get set,2
get collaborator,89
property wrapper,7
command collaborator,528
controller stateless,175
factory stateless,1
void-accessor collaborator,4
void-accessor command collaborator,218
get property collaborator,8
set,61
constructor,254
destructor,91
predicate collaborator,13
predicate controller,3
non-void-command factory collaborator,25
property controller,8
set collaborator,59
property non-void-command collaborator,127
command,569
factory controller,2
empty,5
factory collaborator,1
unclassified,4
get property non-void-command collaborator,1
collaborator incidental,16
get,57
wrapper stateless,64
factory controller stateless,4
void-accessor command,22
void-accessor set collaborator,16
property,64
predicate set,1
property collaborator,166
property non-void-command factory collaborator,7
property non-void-command,46
incidental,163
predicate non-void-command collaborator,88
copy-constructor,2
controller,35
Total,3137
