Method Stereotype,Stereotype Count
get,1153
predicate,844
property,3301
void-accessor,1065
set,3081
command,8992
non-void-command,3945
collaborator,13079
controller,3542
wrapper,5915
constructor,5414
copy-constructor,58
destructor,28
factory,1372
incidental,1166
stateless,6669
empty,1004
unclassified,99
Total,60727
