Unique Class Stereotype,Class Count
data-provider lazy-class degenerate,1
entity data-provider boundary,1
commander boundary degenerate,1
data-provider boundary data-class,2
data-provider boundary,1
factory degenerate small-class,1
data-provider small-class,2
boundary small-class,1
factory degenerate,1
factory controller small-class,1
lazy-class degenerate,1
entity factory controller small-class,2
data-provider data-class small-class,3
data-provider boundary small-class,3
boundary degenerate,8
controller,3
boundary degenerate small-class,16
small-class,22
data-provider lazy-class small-class,2
commander data-class,1
entity,1
minimal-entity,1
commander small-class,15
entity boundary small-class,9
entity boundary lazy-class degenerate,1
data-provider boundary data-class small-class,2
data-provider lazy-class,2
boundary lazy-class data-class,1
boundary lazy-class degenerate,1
controller degenerate,5
entity commander boundary,3
pure-controller degenerate small-class,58
data-class,27
commander boundary small-class,21
factory controller,1
commander,26
empty,133
controller small-class,2
unclassified,86
pure-controller degenerate,3
lazy-class,6
pure-controller,1
degenerate,5
boundary,45
pure-controller small-class,7
commander boundary,10
entity minimal-entity commander boundary,1
degenerate small-class,3
boundary lazy-class,4
data-class small-class,4
entity boundary,21
data-provider,7
boundary data-class,2
Total,587
