Unique Class Stereotype,Class Count
data-provider boundary data-class small-class,1
entity,1
factory controller small-class,1
commander boundary degenerate,1
controller,1
factory pure-controller degenerate small-class,1
lazy-class small-class,1
data-provider,11
data-provider data-class small-class,1
entity boundary,18
entity data-provider boundary,4
boundary degenerate small-class,13
small-class,15
entity boundary small-class,9
commander boundary small-class,9
data-provider boundary small-class,12
entity small-class,9
empty,114
commander,6
minimal-entity commander boundary,1
pure-controller degenerate,1
unclassified,25
controller small-class,4
data-provider boundary,2
boundary small-class,1
commander boundary,23
boundary degenerate,9
degenerate small-class,6
boundary,25
degenerate,10
pure-controller small-class,6
pure-controller,2
commander small-class,2
entity commander boundary,14
pure-controller degenerate small-class,7
factory degenerate small-class,2
Total,368
