Unique Method Stereotype,Method Count
get property non-void-command,1
get property wrapper,1
property non-void-command factory,1
property factory controller,5
get non-void-command factory collaborator,1
get predicate collaborator,1
factory wrapper stateless,1
predicate collaborator,3
property,12
wrapper,20
get set,4
get set collaborator,3
property set,2
property factory collaborator,6
void-accessor command collaborator,12
predicate wrapper,3
predicate controller,3
non-void-command factory collaborator,43
property factory,33
predicate non-void-command,65
set,202
get property controller,1
constructor,311
collaborator stateless,25
controller stateless,68
property non-void-command collaborator,324
set collaborator,94
property controller,41
factory controller stateless,16
command collaborator,390
property wrapper,16
get non-void-command collaborator,3
command,190
factory controller,3
empty,86
get collaborator,86
copy-constructor,37
predicate non-void-command collaborator,88
incidental,32
controller,17
wrapper stateless,66
property set collaborator,2
stateless,8
property collaborator,1
property non-void-command,197
property non-void-command factory collaborator,43
collaborator incidental,16
get,101
get property non-void-command collaborator,2
non-void-command,6
factory collaborator stateless,33
predicate,57
Total,2782
