Unique Class Stereotype,Class Count
controller degenerate,2
commander lazy-class small-class,2
lazy-class data-class,1
controller lazy-class degenerate,1
controller,1
minimal-entity commander boundary,1
lazy-class,2
boundary data-class,1
data-provider boundary,11
pure-controller degenerate,4
data-provider boundary data-class small-class,4
degenerate small-class,13
degenerate,7
boundary,38
pure-controller small-class,6
pure-controller,1
boundary small-class,6
commander data-class small-class,4
entity boundary small-class,9
small-class,7
data-provider lazy-class degenerate,1
boundary data-class small-class,1
lazy-class small-class,1
data-class small-class,2
entity boundary,39
data-provider small-class,102
commander,3
empty,254
controller small-class,8
unclassified,30
data-provider,36
data-provider data-class small-class,4
data-provider degenerate,2
commander boundary data-class small-class,1
commander small-class,6
boundary degenerate,1
entity minimal-entity commander boundary,1
commander boundary,18
boundary degenerate small-class,11
pure-controller degenerate small-class,8
entity commander boundary,8
data-provider boundary degenerate,7
data-provider boundary small-class,13
commander boundary small-class,17
entity data-provider boundary,5
Total,700
