Unique Class Stereotype,Class Count
factory degenerate small-class,1
pure-controller,2
pure-controller degenerate,4
data-provider boundary data-class,3
commander boundary degenerate,1
boundary lazy-class degenerate,1
data-provider boundary lazy-class,4
data-class,1
entity minimal-entity boundary,1
controller,1
lazy-class small-class,4
data-provider degenerate,2
commander boundary small-class,3
data-provider boundary small-class,7
commander lazy-class degenerate,1
data-provider boundary lazy-class degenerate,2
boundary large-class degenerate,1
unclassified,122
commander boundary,7
boundary degenerate,7
commander degenerate,7
lazy-class,3
lazy-class degenerate,5
data-provider lazy-class,2
data-provider boundary,31
data-provider boundary data-class small-class,8
pure-controller small-class,3
boundary,97
degenerate,19
entity commander boundary,4
pure-controller degenerate small-class,15
data-class small-class,1
entity boundary,64
data-provider boundary lazy-class small-class,3
boundary degenerate small-class,16
empty,220
commander,17
entity boundary lazy-class degenerate,1
entity boundary small-class,25
small-class,16
data-provider,30
data-provider data-class small-class,6
entity data-provider boundary,10
boundary data-class small-class,3
data-provider small-class,9
commander boundary data-class small-class,2
commander small-class,11
degenerate small-class,16
boundary small-class,1
commander data-class small-class,3
data-provider data-class,3
Total,826
