Unique Method Stereotype,Method Count
factory stateless,1
get property wrapper,1
get predicate collaborator,2
factory,1
property factory,1
property non-void-command factory collaborator,3
get command collaborator,1
factory collaborator stateless,2
property set collaborator,3
void-accessor command collaborator,569
void-accessor set,11
property non-void-command,89
property collaborator,292
predicate set,4
void-accessor collaborator,147
copy-constructor,66
incidental,303
factory controller stateless,7
void-accessor command,180
property factory controller,4
void-accessor controller,43
predicate,154
factory wrapper stateless,2
get predicate,3
get,317
collaborator incidental,135
get property non-void-command collaborator,5
wrapper stateless,280
non-void-command factory collaborator,5
controller stateless,423
void-accessor wrapper,30
predicate non-void-command,76
property non-void-command collaborator,440
non-void-command,1
set collaborator,73
property controller,48
set,143
get property non-void-command,2
void-accessor set collaborator,25
get property collaborator,7
constructor,874
get property controller,6
empty,334
command,488
get non-void-command collaborator,235
property wrapper,80
destructor,186
command collaborator,366
property,213
void-accessor,59
predicate collaborator,41
unclassified,69
controller,101
factory collaborator,1
property command collaborator,17
collaborator,52
get set,30
predicate non-void-command collaborator,114
wrapper,52
get non-void-command,31
non-void-command collaborator,20
predicate wrapper,18
get set collaborator,19
property set,6
factory wrapper,1
get property,5
property factory collaborator,2
get wrapper,21
predicate set collaborator,4
get collaborator,436
get controller,50
predicate controller,8
get property non-void-command factory,1
Total,7839
