Unique Method Stereotype,Method Count
factory collaborator incidental,1
get property set factory collaborator,1
get property set collaborator,1
property set factory collaborator,2
get property factory wrapper,1
get property non-void-command factory collaborator,1
get property controller,1
factory controller,6
property set collaborator,6
unclassified,7
get property wrapper,2
get set collaborator,17
factory wrapper,4
property non-void-command factory collaborator,56
property non-void-command,84
predicate set,3
get wrapper,9
property non-void-command collaborator,243
property controller,41
incidental,43
predicate non-void-command collaborator,114
wrapper,60
get set,3
empty,36
wrapper stateless,401
property collaborator,12
stateless,8
set,60
property set,4
constructor,326
void-accessor wrapper,9
predicate non-void-command,34
property factory,7
predicate wrapper,32
controller stateless,606
non-void-command factory collaborator,62
get property non-void-command factory,1
predicate controller,11
collaborator incidental,76
get property non-void-command collaborator,4
get factory,1
get,12
property wrapper,108
get non-void-command collaborator,8
void-accessor command collaborator,144
copy-constructor,8
void-accessor collaborator,1
get controller,1
get collaborator,29
controller,117
factory collaborator,6
command,232
property factory wrapper,14
predicate,17
property factory collaborator,19
property factory controller,2
get set factory collaborator,1
void-accessor controller,5
destructor,4
void-accessor command,19
factory controller stateless,4
factory collaborator stateless,3
non-void-command collaborator,91
get non-void-command,2
get property non-void-command,2
void-accessor set collaborator,12
set collaborator,66
non-void-command,10
void-accessor set,4
void-accessor,5
predicate collaborator,5
factory wrapper stateless,11
command collaborator,408
property,7
collaborator stateless,17
property non-void-command factory,4
predicate set collaborator,3
Total,3797
