Unique Class Stereotype,Class Count
entity boundary data-class small-class,1
entity boundary data-class,3
boundary data-class small-class,7
data-provider lazy-class degenerate,6
data-provider,21
entity minimal-entity commander boundary,1
small-class,43
entity boundary degenerate,1
empty,218
factory controller,8
entity small-class,2
boundary small-class,1
data-provider data-class,12
commander data-class small-class,1
commander boundary lazy-class degenerate,2
data-provider boundary data-class small-class,9
data-provider data-class small-class,4
controller degenerate,2
boundary lazy-class degenerate,7
entity commander boundary,39
entity boundary lazy-class,3
boundary degenerate small-class,26
commander boundary degenerate,8
boundary,146
pure-controller small-class,3
controller lazy-class degenerate,1
degenerate,58
commander boundary small-class,18
unclassified,217
controller small-class,1
commander boundary,122
commander lazy-class degenerate,1
boundary degenerate,24
controller,15
pure-controller,10
degenerate small-class,10
boundary lazy-class,1
data-provider boundary data-class,5
entity boundary small-class,22
pure-controller degenerate small-class,22
minimal-entity commander boundary,7
entity factory controller data-class,1
data-provider boundary,9
entity minimal-entity boundary,8
commander boundary data-class small-class,3
entity boundary,63
commander,75
data-class,18
entity,5
lazy-class degenerate,9
commander small-class,21
boundary data-class,2
data-provider lazy-class,2
data-class small-class,5
minimal-entity boundary,2
factory controller small-class,3
commander degenerate,14
lazy-class,2
factory degenerate small-class,7
lazy-class data-class,1
lazy-class small-class,2
entity factory controller,3
data-provider small-class,1
pure-controller degenerate,22
entity data-provider boundary,2
data-provider boundary lazy-class,2
Total,1390
