Method Stereotype,Stereotype Count
get,2601
predicate,677
property,1645
void-accessor,59
set,1372
command,4080
non-void-command,2658
collaborator,5844
controller,1579
wrapper,742
constructor,1303
copy-constructor,38
destructor,0
factory,1290
incidental,649
stateless,1622
empty,289
unclassified,5
Total,26453
