Unique Class Stereotype,Class Count
boundary degenerate,1
commander boundary lazy-class small-class,1
pure-controller degenerate,1
boundary,8
degenerate,11
degenerate small-class,7
data-provider boundary data-class small-class,2
data-provider boundary lazy-class degenerate,2
controller small-class,8
unclassified,15
commander boundary,10
controller,3
small-class,27
entity boundary small-class,8
commander boundary small-class,7
empty,54
commander,9
boundary degenerate small-class,3
entity boundary,14
factory controller small-class,1
controller degenerate,1
commander small-class,3
lazy-class degenerate,8
data-provider,4
data-provider small-class,3
data-class,1
entity commander boundary,2
pure-controller degenerate small-class,3
data-provider lazy-class small-class,2
boundary data-class small-class,2
Total,221
