Unique Method Stereotype,Method Count
collaborator stateless,1
get property wrapper,7
predicate non-void-command,15
non-void-command factory collaborator,6
get non-void-command collaborator,4
property wrapper,5
get collaborator,43
get property non-void-command collaborator,1
collaborator incidental,14
get,26
command,91
constructor,84
set,15
command collaborator,120
controller stateless,45
property non-void-command collaborator,45
set collaborator,23
property controller,26
factory controller stateless,6
predicate set collaborator,1
property,1
wrapper,7
factory collaborator stateless,9
predicate,4
wrapper stateless,28
empty,29
factory controller,10
property factory controller,1
property non-void-command,71
property non-void-command factory collaborator,5
predicate non-void-command collaborator,16
incidental,53
controller,2
Total,814
