Unique Class Stereotype,Class Count
boundary lazy-class,2
commander boundary data-class small-class,1
entity boundary degenerate,1
small-class,2
entity boundary small-class,3
data-provider,4
data-provider data-class small-class,1
controller degenerate,3
lazy-class small-class,1
entity boundary,27
entity boundary lazy-class small-class,1
pure-controller degenerate,1
boundary,17
commander,1
data-provider boundary small-class,3
boundary small-class,1
data-provider boundary,6
pure-controller degenerate small-class,4
boundary degenerate,2
commander boundary,1
boundary lazy-class degenerate,2
entity minimal-entity boundary,4
data-class small-class,1
degenerate,4
boundary degenerate small-class,2
entity commander boundary,1
empty,34
unclassified,9
entity data-provider boundary,6
Total,145
