Unique Class Stereotype,Class Count
lazy-class small-class,1
entity data-provider boundary small-class,1
data-provider boundary data-class small-class,3
data-provider boundary,3
entity minimal-entity,1
entity data-provider boundary,3
entity,2
entity factory controller small-class,2
factory degenerate small-class,1
commander lazy-class small-class,1
boundary data-class small-class,4
pure-controller,1
data-provider,2
boundary data-class,1
commander boundary lazy-class small-class,1
pure-controller degenerate,13
entity minimal-entity boundary,3
controller degenerate,2
factory controller small-class,6
data-class small-class,1
entity boundary,63
boundary degenerate,10
commander boundary,13
controller,9
boundary degenerate small-class,16
commander boundary small-class,20
commander degenerate,1
entity boundary small-class,54
small-class,17
commander data-class small-class,2
data-provider small-class,3
boundary lazy-class,1
degenerate small-class,10
unclassified,31
controller small-class,14
factory controller data-class small-class,1
data-provider boundary small-class,13
entity small-class,13
empty,109
factory controller,1
commander,15
commander boundary data-class small-class,1
entity boundary degenerate,1
commander small-class,9
pure-controller small-class,1
boundary,23
degenerate,15
entity boundary data-class small-class,1
entity commander boundary,5
pure-controller degenerate small-class,18
Total,542
