Unique Method Stereotype,Method Count
get command collaborator,1
get property factory collaborator,1
property factory,1
predicate set,1
get predicate non-void-command collaborator,1
get property wrapper,5
property factory collaborator,21
property set factory collaborator,3
property controller,109
property non-void-command collaborator,366
incidental,20
void-accessor collaborator,1
copy-constructor,9
wrapper stateless,197
get wrapper,9
get set collaborator,5
property set collaborator,11
factory collaborator stateless,6
property non-void-command factory collaborator,53
property non-void-command,22
stateless,4
property collaborator,17
constructor,453
factory controller,5
get property controller,5
set,34
get property non-void-command,1
void-accessor set collaborator,3
get property collaborator,6
property wrapper,59
get non-void-command collaborator,22
predicate wrapper,21
get non-void-command,3
non-void-command collaborator,7
predicate controller,8
predicate set collaborator,3
get property non-void-command factory collaborator,7
controller,42
factory collaborator,3
get property non-void-command collaborator,22
collaborator incidental,24
get,3
predicate,9
non-void-command factory collaborator,11
controller stateless,382
get collaborator,5
get controller,1
empty,25
predicate collaborator,8
factory wrapper stateless,5
void-accessor command collaborator,14
collaborator stateless,27
predicate non-void-command collaborator,108
wrapper,30
command,267
property factory wrapper,6
void-accessor wrapper,2
predicate non-void-command,14
command collaborator,368
property,6
void-accessor controller,3
property factory controller,12
factory controller stateless,3
void-accessor command,3
get predicate wrapper,3
set factory collaborator,9
collaborator,2
set collaborator,28
non-void-command,1
property set,2
Total,2948
