Unique Class Stereotype,Class Count
commander boundary data-class,1
entity minimal-entity boundary,1
data-provider boundary lazy-class,1
data-provider boundary degenerate,2
data-provider small-class,1
boundary small-class,1
commander data-class small-class,2
controller,3
data-provider boundary data-class small-class,1
commander boundary degenerate,2
data-provider boundary lazy-class degenerate,3
boundary data-class small-class,3
controller small-class,1
unclassified,33
boundary degenerate,17
commander boundary,46
boundary lazy-class degenerate,3
controller degenerate,3
entity boundary,24
boundary degenerate small-class,21
commander boundary small-class,14
commander degenerate,2
empty,227
commander,52
data-provider boundary small-class,4
data-provider boundary,9
entity boundary data-class small-class,1
entity commander boundary,7
pure-controller degenerate small-class,9
pure-controller,1
pure-controller degenerate,2
degenerate,21
pure-controller small-class,7
boundary,26
entity boundary degenerate,4
commander small-class,13
entity boundary small-class,20
small-class,5
lazy-class degenerate,2
boundary lazy-class,2
degenerate small-class,12
entity,2
lazy-class small-class,1
commander boundary lazy-class,1
Total,613
