Unique Method Stereotype,Method Count
get property non-void-command factory collaborator,1
factory wrapper stateless,1
factory wrapper,2
get property,2
property set,3
get predicate wrapper,1
void-accessor command,20
get property controller,1
factory controller,2
empty,117
property non-void-command collaborator,130
property controller,29
predicate wrapper,40
predicate controller,11
get set,1
property factory controller,1
void-accessor controller,10
get property non-void-command,3
void-accessor set collaborator,6
non-void-command collaborator,81
get non-void-command,2
predicate set collaborator,10
collaborator incidental,207
get property non-void-command collaborator,1
get,18
wrapper,84
predicate non-void-command collaborator,104
incidental,34
non-void-command factory collaborator,4
controller stateless,97
wrapper stateless,244
predicate non-void-command,41
void-accessor wrapper,13
property non-void-command,43
property non-void-command factory collaborator,12
predicate set,2
collaborator stateless,19
void-accessor command collaborator,103
copy-constructor,73
void-accessor collaborator,1
set,80
constructor,313
property wrapper,30
get non-void-command collaborator,1
get wrapper,7
controller,52
factory collaborator,1
unclassified,3
property set collaborator,6
property collaborator,31
stateless,2
collaborator,15
command collaborator,358
property,21
command,323
property factory wrapper,6
get property factory wrapper,1
predicate,11
get set collaborator,3
get collaborator,38
property set factory collaborator,2
destructor,4
property factory collaborator,6
set collaborator,78
non-void-command,2
void-accessor,1
predicate collaborator,3
Total,2972
