Method Stereotype,Stereotype Count
get,981
predicate,2107
property,3562
void-accessor,247
set,928
command,3837
non-void-command,2926
collaborator,8332
controller,1777
wrapper,2133
constructor,1302
copy-constructor,323
destructor,693
factory,510
incidental,1071
stateless,2768
empty,381
unclassified,231
Total,34109
