Unique Class Stereotype,Class Count
controller,2
entity data-provider boundary degenerate,2
commander data-class,1
data-class,1
entity boundary data-class,1
data-provider boundary degenerate,4
lazy-class,2
data-provider boundary data-class small-class,2
boundary data-class small-class,6
lazy-class degenerate,4
data-provider small-class,17
data-provider,53
data-provider data-class small-class,1
commander boundary,30
boundary degenerate,70
data-class small-class,4
entity boundary,294
data-provider boundary small-class,28
data-provider boundary,64
commander data-class small-class,2
boundary small-class,14
commander boundary small-class,18
pure-controller small-class,12
degenerate,60
boundary,362
pure-controller degenerate,2
boundary large-class degenerate,1
controller small-class,3
unclassified,174
commander,31
empty,376
small-class,49
entity boundary small-class,123
boundary lazy-class,2
degenerate small-class,21
boundary degenerate small-class,25
entity commander boundary,14
pure-controller degenerate small-class,25
entity data-provider boundary,58
entity minimal-entity boundary,7
controller degenerate,7
boundary lazy-class degenerate,7
commander boundary data-class small-class,2
commander small-class,21
entity boundary degenerate,28
minimal-entity boundary,1
boundary data-class,2
Total,2033
