Unique Method Stereotype,Method Count
void-accessor set,1
property factory controller,1
property factory collaborator,2
get set factory,1
non-void-command collaborator,1
predicate wrapper,5
get set collaborator,5
empty,2
predicate set collaborator,8
property set collaborator,3
predicate controller,7
get property,7
get non-void-command collaborator,10
property wrapper,31
predicate non-void-command,12
void-accessor controller,5
predicate collaborator,41
destructor,83
get set,3
wrapper,13
command collaborator,479
get predicate,1
predicate,97
get non-void-command,6
void-accessor set collaborator,12
get collaborator,207
command,366
unclassified,25
get property controller,1
constructor,245
get property collaborator,17
set,154
predicate set,1
property collaborator,287
controller stateless,143
void-accessor wrapper,9
wrapper stateless,275
property controller,25
set collaborator,85
property non-void-command collaborator,58
get,166
collaborator incidental,21
copy-constructor,34
incidental,15
predicate non-void-command collaborator,53
controller,35
collaborator,35
get wrapper,1
void-accessor command collaborator,268
void-accessor collaborator,22
void-accessor command,3
get controller,1
factory controller stateless,1
property,61
Total,3450
