Class Stereotype,Stereotype Count
entity,134
minimal-entity,2
data-provider,98
commander,180
boundary,406
factory,2
controller,9
pure-controller,18
large-class,0
lazy-class,15
degenerate,92
data-class,23
small-class,158
empty,484
unclassified,159
Total,1780
