Unique Class Stereotype,Class Count
entity minimal-entity boundary,1
commander data-class,1
data-provider boundary data-class,3
data-provider data-class small-class,2
data-provider boundary lazy-class,1
data-provider lazy-class,1
entity boundary data-class,1
factory degenerate small-class,1
boundary data-class,2
pure-controller degenerate,4
entity data-provider boundary,12
entity data-provider boundary degenerate,1
controller,1
degenerate small-class,9
commander data-class small-class,1
factory degenerate,1
boundary small-class,4
data-provider data-class,1
boundary degenerate,6
entity minimal-entity commander boundary,1
commander boundary,111
boundary large-class,1
lazy-class,1
commander degenerate,3
commander boundary small-class,26
data-class,1
data-provider small-class,4
pure-controller degenerate small-class,12
entity commander boundary,42
boundary degenerate small-class,15
small-class,24
entity boundary small-class,27
controller lazy-class degenerate,1
empty,489
commander,74
data-provider boundary small-class,6
data-provider,20
lazy-class degenerate,4
data-provider degenerate,2
commander boundary data-class small-class,2
commander small-class,10
boundary data-class small-class,3
data-provider lazy-class degenerate,6
degenerate,25
boundary,79
pure-controller small-class,2
data-class small-class,5
entity boundary,32
data-provider boundary,30
unclassified,133
controller small-class,5
controller degenerate,2
Total,1251
