Unique Method Stereotype,Method Count
property set,3
factory stateless,8
get property,2
get property set factory collaborator,5
factory wrapper stateless,7
predicate,31
get property non-void-command factory collaborator,8
predicate collaborator,2
predicate controller,18
property non-void-command factory collaborator,952
property non-void-command,1471
predicate set,3
unclassified,8
get wrapper,11
get predicate collaborator,4
non-void-command factory collaborator,143
controller stateless,483
property non-void-command collaborator,10658
incidental,121
copy-constructor,244
controller,252
predicate non-void-command collaborator,565
wrapper,42
get property wrapper,4
property,44
command collaborator,1692
get non-void-command collaborator,1400
property wrapper,335
property factory,67
predicate non-void-command,378
set,584
get property non-void-command,2
get property collaborator,1
constructor,2951
get,832
collaborator incidental,726
get property non-void-command collaborator,39
get collaborator,1597
get controller,2
property collaborator,41
stateless,237
property set collaborator,20
wrapper stateless,429
property factory collaborator,750
void-accessor controller,1
get set factory collaborator,525
property factory controller,282
void-accessor command collaborator,17
predicate wrapper,15
get property set factory,14
get non-void-command,581
non-void-command collaborator,29
get property factory,2
get non-void-command factory collaborator,20
collaborator stateless,565
property non-void-command factory,223
non-void-command factory,1
get predicate non-void-command,1
get set,89
get factory collaborator,2
get set collaborator,251
get property factory collaborator,3
get property controller,2
factory controller,22
empty,140
command,921
property factory wrapper,104
set collaborator,649
non-void-command,8
factory collaborator stateless,281
property controller,91
get void-accessor command collaborator,1
get property set collaborator,3
factory controller stateless,216
void-accessor command,23
Total,32254
