Unique Method Stereotype,Method Count
property factory,1
factory collaborator incidental,1
get predicate set collaborator,2
property set factory collaborator,1
get property wrapper,2
get predicate collaborator,1
void-accessor command,14
void-accessor set,2
predicate,581
predicate set,17
property collaborator,935
property non-void-command,116
property non-void-command factory collaborator,20
predicate set collaborator,58
controller,153
incidental,160
predicate controller,45
wrapper stateless,826
non-void-command factory collaborator,6
controller stateless,750
property set,25
set,300
constructor,1200
property factory wrapper,1
command,1577
collaborator incidental,300
get,245
get property non-void-command collaborator,6
property wrapper,305
get non-void-command collaborator,66
void-accessor command collaborator,57
copy-constructor,110
void-accessor collaborator,32
set collaborator,220
property non-void-command collaborator,852
property controller,83
void-accessor wrapper,5
predicate non-void-command,221
predicate wrapper,88
non-void-command collaborator,150
get non-void-command,37
destructor,331
property set collaborator,65
predicate non-void-command collaborator,478
wrapper,1002
property command collaborator,32
empty,174
void-accessor,7
predicate collaborator,148
factory wrapper stateless,3
command collaborator,7649
property,362
factory collaborator stateless,2
collaborator,51
get set factory collaborator,2
void-accessor controller,4
get wrapper,79
get set,25
get predicate non-void-command,2
get predicate non-void-command collaborator,1
get set collaborator,12
get collaborator,627
get controller,6
property factory collaborator,9
get property collaborator,19
void-accessor set collaborator,5
get property non-void-command,4
get property,10
unclassified,36
Total,20716
