Unique Method Stereotype,Method Count
get predicate non-void-command collaborator,1
get property wrapper,1
get predicate collaborator,1
factory wrapper stateless,1
predicate set collaborator,5
get set collaborator,25
get property non-void-command collaborator,38
get,292
collaborator incidental,106
incidental,169
controller,80
property non-void-command,57
property non-void-command factory collaborator,6
property collaborator,565
predicate set,3
predicate wrapper,8
property non-void-command collaborator,1420
set collaborator,227
get non-void-command collaborator,36
property wrapper,139
wrapper stateless,456
unclassified,14
empty,134
command,232
constructor,1228
get property controller,1
set,162
copy-constructor,55
void-accessor collaborator,11
void-accessor command collaborator,421
predicate controller,21
get wrapper,41
predicate non-void-command collaborator,109
wrapper,154
get predicate non-void-command,1
get set,24
destructor,79
non-void-command factory collaborator,1
controller stateless,763
get property non-void-command,1
get property collaborator,17
void-accessor set collaborator,126
non-void-command collaborator,26
get non-void-command,26
factory collaborator stateless,1
property controller,202
get void-accessor command collaborator,1
void-accessor wrapper,4
predicate non-void-command,33
factory controller stateless,3
void-accessor command,84
predicate,192
property set collaborator,32
command collaborator,477
property,305
void-accessor,1
predicate collaborator,76
get property,6
get collaborator,419
get controller,3
void-accessor controller,12
get void-accessor set collaborator,2
property factory controller,33
collaborator,23
property set,7
void-accessor set,16
property factory collaborator,3
get property set collaborator,2
property command collaborator,3
Total,9223
