Unique Class Stereotype,Class Count
minimal-entity,1
commander lazy-class small-class,1
commander boundary lazy-class,1
commander boundary lazy-class small-class,1
boundary data-class,1
boundary data-class small-class,2
data-class,1
controller data-class small-class,1
lazy-class degenerate,2
data-provider boundary lazy-class small-class,1
commander boundary degenerate,2
commander boundary lazy-class degenerate,1
data-provider data-class small-class,9
entity boundary small-class,232
small-class,32
pure-controller degenerate,12
commander degenerate,1
lazy-class,2
controller,6
boundary degenerate,40
commander boundary,10
data-class small-class,3
entity boundary,118
boundary lazy-class degenerate,2
controller degenerate,9
controller small-class,14
unclassified,109
pure-controller small-class,1
boundary,118
degenerate,57
empty,255
commander,11
data-provider boundary small-class,11
entity data-provider boundary,27
commander boundary data-class small-class,7
entity boundary degenerate,8
commander small-class,21
degenerate small-class,13
commander boundary small-class,77
boundary degenerate small-class,38
data-provider,94
entity boundary lazy-class,2
commander data-class small-class,3
data-provider data-class,4
boundary small-class,1
data-provider boundary data-class small-class,12
data-provider boundary,87
entity minimal-entity boundary,7
entity commander boundary,12
pure-controller degenerate small-class,19
data-provider small-class,62
Total,1561
