Unique Class Stereotype,Class Count
entity data-provider boundary small-class,1
lazy-class data-class,1
data-provider lazy-class degenerate,1
degenerate small-class,53
boundary lazy-class,3
boundary data-class,3
commander small-class,23
entity boundary degenerate,1
data-provider,47
boundary small-class,33
commander data-class small-class,7
data-provider data-class,5
controller small-class,12
unclassified,87
entity boundary small-class,29
pure-controller degenerate small-class,35
entity commander boundary,22
entity boundary,92
commander boundary data-class small-class,8
data-class,4
commander,33
entity small-class,1
data-provider small-class,44
boundary degenerate small-class,68
commander boundary,59
small-class,46
entity minimal-entity commander boundary,1
pure-controller small-class,33
boundary,86
degenerate,17
large-class,1
commander boundary small-class,84
data-class small-class,16
minimal-entity boundary,2
commander degenerate,2
lazy-class,5
boundary large-class,2
boundary data-class small-class,34
minimal-entity boundary lazy-class,1
lazy-class data-class small-class,1
factory controller data-class small-class,1
data-provider boundary data-class small-class,26
data-provider data-class small-class,26
empty,2589
data-provider lazy-class small-class,2
pure-controller degenerate,5
entity data-provider boundary,21
lazy-class degenerate,2
data-provider boundary lazy-class,1
controller degenerate,2
boundary degenerate,12
commander lazy-class degenerate,1
data-provider boundary,67
entity minimal-entity boundary,2
controller data-class small-class,2
data-provider degenerate,1
data-provider boundary data-class,2
data-provider boundary lazy-class degenerate,1
data-provider boundary small-class,67
controller,2
pure-controller,1
commander lazy-class small-class,1
data-provider boundary degenerate,3
data-provider lazy-class,1
Total,3841
