Unique Method Stereotype,Method Count
get predicate collaborator,1
get property factory controller,2
factory wrapper stateless,2
factory stateless,1
get property,2
get property non-void-command factory collaborator,1
factory wrapper,2
property set factory collaborator,2
void-accessor command collaborator,475
predicate controller,49
void-accessor collaborator,175
copy-constructor,156
incidental,170
predicate set,12
property non-void-command factory collaborator,10
property collaborator,542
property non-void-command,19
get,332
collaborator incidental,167
get property non-void-command collaborator,4
predicate,249
get non-void-command collaborator,74
property wrapper,290
property,216
command collaborator,614
property controller,102
property non-void-command collaborator,379
non-void-command factory collaborator,6
controller stateless,283
set,193
constructor,1255
empty,142
get property controller,2
factory controller,6
property factory wrapper,1
command,449
predicate non-void-command collaborator,112
wrapper,91
get predicate non-void-command,2
get set,36
void-accessor,16
predicate collaborator,98
destructor,256
collaborator,81
get property wrapper,4
get property non-void-command,3
get property collaborator,14
void-accessor set collaborator,27
factory controller stateless,1
void-accessor command,79
property command collaborator,6
predicate wrapper,43
get non-void-command,41
non-void-command collaborator,126
wrapper stateless,337
predicate non-void-command,68
void-accessor wrapper,70
property factory controller,1
void-accessor controller,60
get set collaborator,39
unclassified,67
controller,200
factory collaborator,8
get wrapper,40
get collaborator,588
get controller,15
property set collaborator,33
void-accessor set,15
set collaborator,238
non-void-command,2
predicate set collaborator,8
property set,3
property factory collaborator,19
Total,9232
