Method Stereotype,Stereotype Count
get,1135
predicate,657
property,1696
void-accessor,119
set,607
command,1623
non-void-command,846
collaborator,3847
controller,721
wrapper,880
constructor,1253
copy-constructor,156
destructor,256
factory,62
incidental,337
stateless,624
empty,142
unclassified,79
Total,15040
