Unique Method Stereotype,Method Count
property factory collaborator,1
set collaborator,22
get,102
get collaborator,25
incidental,17
wrapper stateless,4
non-void-command collaborator,1
factory controller stateless,9
controller,3
property collaborator,1
command collaborator,21
empty,34
command,6
property non-void-command factory collaborator,62
set,86
constructor,119
non-void-command factory collaborator,2
property non-void-command collaborator,81
property wrapper,2
factory wrapper stateless,3
controller stateless,18
property controller,3
collaborator incidental,3
factory collaborator stateless,44
Total,669
