Unique Method Stereotype,Method Count
property factory wrapper,2
property factory controller,4
get wrapper,2
void-accessor command collaborator,2
empty,8
property factory,1
predicate non-void-command,17
get set factory collaborator,6
property factory collaborator,18
predicate,9
factory collaborator incidental,1
property,8
get set collaborator,14
factory controller stateless,46
command collaborator,376
get collaborator,96
controller,4
copy-constructor,8
predicate non-void-command collaborator,6
incidental,28
factory collaborator stateless,7
wrapper,9
get set,8
get non-void-command,9
predicate collaborator,2
set,157
constructor,259
wrapper stateless,16
property controller,4
set collaborator,32
property non-void-command collaborator,254
predicate wrapper,1
command,183
unclassified,7
controller stateless,176
get,190
collaborator incidental,5
non-void-command factory collaborator,26
predicate controller,3
predicate set,5
property non-void-command factory collaborator,6
property non-void-command,33
property collaborator,5
collaborator stateless,19
property set collaborator,3
stateless,16
get non-void-command collaborator,26
property wrapper,6
Total,2123
